PLZ,Date,Population,NewConfCases_7days
8447,2020-08-12,1931,0-3
8450,2020-08-12,2227,0-3
8451,2020-08-12,1417,0-3
8452,2020-08-12,699,0-3
8453,2020-08-12,282,0-3
8457,2020-08-12,485,0-3
8458,2020-08-12,657,0-3
8459,2020-08-12,376,0-3
8460,2020-08-12,1831,0-3
8461,2020-08-12,376,0-3
8462,2020-08-12,1309,0-3
8463,2020-08-12,850,0-3
8465,2020-08-12,389,0-3
8466,2020-08-12,674,0-3
8467,2020-08-12,458,0-3
8468,2020-08-12,649,0-3
8471,2020-08-12,1034,0-3
8472,2020-08-12,7417,0-3
8474,2020-08-12,1680,0-3
8475,2020-08-12,1661,0-3
8476,2020-08-12,1007,0-3
8477,2020-08-12,1122,0-3
8478,2020-08-12,936,0-3
8479,2020-08-12,697,0-3
8482,2020-08-12,1719,0-3
8483,2020-08-12,2967,0-3
8484,2020-08-12,3329,0-3
8486,2020-08-12,1899,0-3
8487,2020-08-12,1514,0-3
8488,2020-08-12,4549,0-3
8489,2020-08-12,980,0-3
8492,2020-08-12,2077,0-3
8493,2020-08-12,1628,0-3
8494,2020-08-12,2895,0-3
8495,2020-08-12,149,0-3
8496,2020-08-12,931,0-3
8497,2020-08-12,790,0-3
8498,2020-08-12,940,0-3
8499,2020-08-12,376,0-3
8523,2020-08-12,1084,0-3
8542,2020-08-12,5007,0-3
8543,2020-08-12,1096,0-3
8544,2020-08-12,406,0-3
8545,2020-08-12,2740,0-3
8548,2020-08-12,900,0-3
8600,2020-08-12,27178,0-3
8602,2020-08-12,2681,0-3
8603,2020-08-12,5170,0-3
8604,2020-08-12,16897,0-3
8605,2020-08-12,1731,0-3
8606,2020-08-12,8166,0-3
8607,2020-08-12,1458,0-3
8608,2020-08-12,3783,0-3
8610,2020-08-12,29607,7-9
8614,2020-08-12,1632,0-3
8615,2020-08-12,1371,0-3
8616,2020-08-12,790,0-3
8617,2020-08-12,3850,0-3
8618,2020-08-12,4825,0-3
8620,2020-08-12,16684,0-3
8623,2020-08-12,8249,0-3
8624,2020-08-12,2407,0-3
8625,2020-08-12,5270,0-3
8626,2020-08-12,1307,0-3
8627,2020-08-12,3621,0-3
8630,2020-08-12,12207,0-3
8632,2020-08-12,3905,0-3
8633,2020-08-12,3532,0-3
8634,2020-08-12,8260,0-3
8635,2020-08-12,3657,0-3
8636,2020-08-12,8096,4-6
8637,2020-08-12,1979,0-3
8700,2020-08-12,13733,0-3
8702,2020-08-12,7857,0-3
8703,2020-08-12,5593,0-3
8704,2020-08-12,6426,0-3
8706,2020-08-12,14245,0-3
8707,2020-08-12,6186,0-3
8708,2020-08-12,11322,0-3
8712,2020-08-12,11491,0-3
8713,2020-08-12,3177,0-3
8714,2020-08-12,475,0-3
8800,2020-08-12,15512,0-3
8802,2020-08-12,8931,0-3
8803,2020-08-12,6109,0-3
8804,2020-08-12,6073,0-3
8805,2020-08-12,10485,0-3
8810,2020-08-12,20446,0-3
8815,2020-08-12,346,0-3
8816,2020-08-12,2138,0-3
8820,2020-08-12,15751,0-3
8824,2020-08-12,1821,0-3
8825,2020-08-12,885,0-3
8833,2020-08-12,3120,0-3
8902,2020-08-12,10020,4-6
8903,2020-08-12,6722,0-3
8904,2020-08-12,1667,0-3
8906,2020-08-12,5555,0-3
8907,2020-08-12,5200,0-3
8908,2020-08-12,3769,0-3
8909,2020-08-12,1322,0-3
8910,2020-08-12,10967,7-9
8911,2020-08-12,1123,0-3
8912,2020-08-12,5689,0-3
8913,2020-08-12,2580,0-3
8914,2020-08-12,1976,0-3
8915,2020-08-12,2752,0-3
8925,2020-08-12,960,0-3
8926,2020-08-12,1221,0-3
8932,2020-08-12,5189,0-3
8933,2020-08-12,645,0-3
8934,2020-08-12,2377,0-3
8942,2020-08-12,4926,0-3
8951,2020-08-12,3068,0-3
8952,2020-08-12,18758,4-6
8953,2020-08-12,27635,7-9
8954,2020-08-12,3970,0-3
8955,2020-08-12,2505,0-3
PLZ_uebrige,2020-08-12,306,0-3
unbekannt,2020-08-12,,4-6
8001,2020-08-13,5473,0-3
8002,2020-08-13,9620,0-3
8003,2020-08-13,20655,7-9
8004,2020-08-13,27183,4-6
8005,2020-08-13,15505,7-9
8006,2020-08-13,18387,4-6
8008,2020-08-13,16571,0-3
8032,2020-08-13,18170,0-3
8037,2020-08-13,16044,0-3
8038,2020-08-13,17299,0-3
8041,2020-08-13,7620,0-3
8044,2020-08-13,10947,0-3
8045,2020-08-13,11222,0-3
8046,2020-08-13,25704,7-9
8047,2020-08-13,20783,0-3
8048,2020-08-13,29694,10-12
8049,2020-08-13,23561,4-6
8050,2020-08-13,28957,4-6
8051,2020-08-13,23000,4-6
8052,2020-08-13,20277,0-3
8053,2020-08-13,11001,0-3
8055,2020-08-13,20196,10-12
8057,2020-08-13,21221,4-6
8064,2020-08-13,3784,0-3
8102,2020-08-13,6717,0-3
8103,2020-08-13,3895,0-3
8104,2020-08-13,2675,0-3
8105,2020-08-13,13633,0-3
8106,2020-08-13,4807,0-3
8107,2020-08-13,6583,0-3
8108,2020-08-13,4174,0-3
8112,2020-08-13,2957,0-3
8113,2020-08-13,1435,0-3
8114,2020-08-13,1865,0-3
8115,2020-08-13,953,0-3
8117,2020-08-13,4564,0-3
8118,2020-08-13,2083,0-3
8121,2020-08-13,1999,0-3
8122,2020-08-13,2231,0-3
8123,2020-08-13,2771,0-3
8124,2020-08-13,2130,0-3
8125,2020-08-13,5209,0-3
8126,2020-08-13,5475,0-3
8127,2020-08-13,4094,4-6
8132,2020-08-13,6883,0-3
8133,2020-08-13,1915,0-3
8134,2020-08-13,18919,0-3
8135,2020-08-13,7781,0-3
8136,2020-08-13,2593,0-3
8142,2020-08-13,4661,0-3
8143,2020-08-13,3768,0-3
8152,2020-08-13,21091,10-12
8153,2020-08-13,8204,0-3
8154,2020-08-13,7205,0-3
8155,2020-08-13,7163,4-6
8156,2020-08-13,2152,0-3
8157,2020-08-13,5942,4-6
8158,2020-08-13,467,0-3
8162,2020-08-13,3608,0-3
8164,2020-08-13,601,0-3
8165,2020-08-13,3909,0-3
8166,2020-08-13,3076,0-3
8172,2020-08-13,4997,0-3
8173,2020-08-13,3153,0-3
8174,2020-08-13,1535,0-3
8175,2020-08-13,755,0-3
8180,2020-08-13,21389,4-6
8181,2020-08-13,2875,0-3
8182,2020-08-13,1979,0-3
8184,2020-08-13,4154,0-3
8185,2020-08-13,4536,4-6
8187,2020-08-13,1932,0-3
8192,2020-08-13,5207,0-3
8193,2020-08-13,5359,0-3
8194,2020-08-13,1051,0-3
8195,2020-08-13,560,0-3
8196,2020-08-13,1468,0-3
8197,2020-08-13,4659,0-3
8212,2020-08-13,146,0-3
8245,2020-08-13,2530,0-3
8246,2020-08-13,1088,0-3
8247,2020-08-13,1470,0-3
8248,2020-08-13,1575,0-3
8302,2020-08-13,20144,4-6
8303,2020-08-13,11826,0-3
8304,2020-08-13,16830,4-6
8305,2020-08-13,7849,0-3
8306,2020-08-13,5311,0-3
8307,2020-08-13,12268,4-6
8308,2020-08-13,4589,0-3
8309,2020-08-13,5611,0-3
8310,2020-08-13,1509,0-3
8311,2020-08-13,2061,0-3
8312,2020-08-13,954,0-3
8314,2020-08-13,349,0-3
8315,2020-08-13,817,0-3
8317,2020-08-13,2337,0-3
8320,2020-08-13,6443,0-3
8322,2020-08-13,994,0-3
8330,2020-08-13,11524,0-3
8331,2020-08-13,610,0-3
8332,2020-08-13,3384,0-3
8335,2020-08-13,3640,0-3
8340,2020-08-13,10306,4-6
8342,2020-08-13,933,0-3
8344,2020-08-13,3778,0-3
8345,2020-08-13,1131,0-3
8352,2020-08-13,3713,0-3
8353,2020-08-13,4374,0-3
8354,2020-08-13,500,0-3
8400,2020-08-13,39632,7-9
8403,2020-08-13,321,0-3
8404,2020-08-13,20278,0-3
8405,2020-08-13,18152,0-3
8406,2020-08-13,13621,0-3
8408,2020-08-13,16314,0-3
8409,2020-08-13,3194,0-3
8412,2020-08-13,983,0-3
8413,2020-08-13,4712,0-3
8414,2020-08-13,977,0-3
8415,2020-08-13,577,0-3
8416,2020-08-13,1423,0-3
8418,2020-08-13,772,0-3
8421,2020-08-13,777,0-3
8422,2020-08-13,3877,0-3
8424,2020-08-13,9396,0-3
8425,2020-08-13,1091,0-3
8426,2020-08-13,2414,0-3
8427,2020-08-13,4787,0-3
8428,2020-08-13,456,0-3
8442,2020-08-13,3141,0-3
8444,2020-08-13,2231,0-3
8447,2020-08-13,1931,0-3
8450,2020-08-13,2227,0-3
8451,2020-08-13,1417,0-3
8452,2020-08-13,699,0-3
8453,2020-08-13,282,0-3
8457,2020-08-13,485,0-3
8458,2020-08-13,657,0-3
8459,2020-08-13,376,0-3
8460,2020-08-13,1831,0-3
8461,2020-08-13,376,0-3
8462,2020-08-13,1309,0-3
8463,2020-08-13,850,0-3
8465,2020-08-13,389,0-3
8466,2020-08-13,674,0-3
8467,2020-08-13,458,0-3
8468,2020-08-13,649,0-3
8471,2020-08-13,1034,0-3
8472,2020-08-13,7417,0-3
8474,2020-08-13,1680,0-3
8475,2020-08-13,1661,0-3
8476,2020-08-13,1007,0-3
8477,2020-08-13,1122,0-3
8478,2020-08-13,936,0-3
8479,2020-08-13,697,0-3
8482,2020-08-13,1719,0-3
8483,2020-08-13,2967,0-3
8484,2020-08-13,3329,0-3
8486,2020-08-13,1899,0-3
8487,2020-08-13,1514,0-3
8488,2020-08-13,4549,0-3
8489,2020-08-13,980,0-3
8492,2020-08-13,2077,0-3
8493,2020-08-13,1628,0-3
8494,2020-08-13,2895,0-3
8495,2020-08-13,149,0-3
8496,2020-08-13,931,0-3
8497,2020-08-13,790,0-3
8498,2020-08-13,940,0-3
8499,2020-08-13,376,0-3
8523,2020-08-13,1084,0-3
8542,2020-08-13,5007,0-3
8543,2020-08-13,1096,0-3
8544,2020-08-13,406,0-3
8545,2020-08-13,2740,0-3
8548,2020-08-13,900,0-3
8600,2020-08-13,27178,4-6
8602,2020-08-13,2681,0-3
8603,2020-08-13,5170,0-3
8604,2020-08-13,16897,0-3
8605,2020-08-13,1731,0-3
8606,2020-08-13,8166,0-3
8607,2020-08-13,1458,0-3
8608,2020-08-13,3783,0-3
8610,2020-08-13,29607,10-12
8614,2020-08-13,1632,0-3
8615,2020-08-13,1371,0-3
8616,2020-08-13,790,0-3
8617,2020-08-13,3850,0-3
8618,2020-08-13,4825,0-3
8620,2020-08-13,16684,0-3
8623,2020-08-13,8249,0-3
8624,2020-08-13,2407,0-3
8625,2020-08-13,5270,0-3
8626,2020-08-13,1307,0-3
8627,2020-08-13,3621,0-3
8630,2020-08-13,12207,0-3
8632,2020-08-13,3905,0-3
8633,2020-08-13,3532,0-3
8634,2020-08-13,8260,0-3
8635,2020-08-13,3657,0-3
8636,2020-08-13,8096,4-6
8637,2020-08-13,1979,0-3
8700,2020-08-13,13733,0-3
8702,2020-08-13,7857,0-3
8703,2020-08-13,5593,4-6
8704,2020-08-13,6426,0-3
8706,2020-08-13,14245,0-3
8707,2020-08-13,6186,0-3
8708,2020-08-13,11322,0-3
8712,2020-08-13,11491,0-3
8713,2020-08-13,3177,0-3
8714,2020-08-13,475,0-3
8800,2020-08-13,15512,0-3
8802,2020-08-13,8931,0-3
8803,2020-08-13,6109,0-3
8804,2020-08-13,6073,0-3
8805,2020-08-13,10485,0-3
8810,2020-08-13,20446,0-3
8815,2020-08-13,346,0-3
8816,2020-08-13,2138,0-3
8820,2020-08-13,15751,4-6
8824,2020-08-13,1821,0-3
8825,2020-08-13,885,0-3
8833,2020-08-13,3120,0-3
8902,2020-08-13,10020,4-6
8903,2020-08-13,6722,0-3
8904,2020-08-13,1667,0-3
8906,2020-08-13,5555,0-3
8907,2020-08-13,5200,0-3
8908,2020-08-13,3769,0-3
8909,2020-08-13,1322,0-3
8910,2020-08-13,10967,7-9
8911,2020-08-13,1123,0-3
8912,2020-08-13,5689,0-3
8913,2020-08-13,2580,0-3
8914,2020-08-13,1976,0-3
8915,2020-08-13,2752,0-3
8925,2020-08-13,960,0-3
8926,2020-08-13,1221,0-3
8932,2020-08-13,5189,0-3
8933,2020-08-13,645,0-3
8934,2020-08-13,2377,0-3
8942,2020-08-13,4926,0-3
8951,2020-08-13,3068,0-3
8952,2020-08-13,18758,4-6
8953,2020-08-13,27635,7-9
8954,2020-08-13,3970,0-3
8955,2020-08-13,2505,0-3
PLZ_uebrige,2020-08-13,306,0-3
unbekannt,2020-08-13,,4-6
8001,2020-08-14,5473,0-3
8002,2020-08-14,9620,0-3
8003,2020-08-14,20655,4-6
8004,2020-08-14,27183,7-9
8005,2020-08-14,15505,7-9
8006,2020-08-14,18387,4-6
8008,2020-08-14,16571,4-6
8032,2020-08-14,18170,0-3
8037,2020-08-14,16044,0-3
8038,2020-08-14,17299,0-3
8041,2020-08-14,7620,0-3
8044,2020-08-14,10947,0-3
8045,2020-08-14,11222,0-3
8046,2020-08-14,25704,7-9
8047,2020-08-14,20783,0-3
8048,2020-08-14,29694,13-15
8049,2020-08-14,23561,4-6
8050,2020-08-14,28957,4-6
8051,2020-08-14,23000,4-6
8052,2020-08-14,20277,4-6
8053,2020-08-14,11001,0-3
8055,2020-08-14,20196,7-9
8057,2020-08-14,21221,7-9
8064,2020-08-14,3784,0-3
8102,2020-08-14,6717,0-3
8103,2020-08-14,3895,0-3
8104,2020-08-14,2675,0-3
8105,2020-08-14,13633,0-3
8106,2020-08-14,4807,0-3
8107,2020-08-14,6583,0-3
8108,2020-08-14,4174,0-3
8112,2020-08-14,2957,0-3
8113,2020-08-14,1435,0-3
8114,2020-08-14,1865,0-3
8115,2020-08-14,953,0-3
8117,2020-08-14,4564,0-3
8118,2020-08-14,2083,0-3
8121,2020-08-14,1999,0-3
8122,2020-08-14,2231,0-3
8123,2020-08-14,2771,0-3
8124,2020-08-14,2130,0-3
8125,2020-08-14,5209,0-3
8126,2020-08-14,5475,0-3
8127,2020-08-14,4094,4-6
8132,2020-08-14,6883,0-3
8133,2020-08-14,1915,0-3
8134,2020-08-14,18919,4-6
8135,2020-08-14,7781,0-3
8136,2020-08-14,2593,0-3
8142,2020-08-14,4661,0-3
8143,2020-08-14,3768,0-3
8152,2020-08-14,21091,13-15
8153,2020-08-14,8204,0-3
8154,2020-08-14,7205,4-6
8155,2020-08-14,7163,4-6
8156,2020-08-14,2152,0-3
8157,2020-08-14,5942,4-6
8158,2020-08-14,467,0-3
8162,2020-08-14,3608,0-3
8164,2020-08-14,601,0-3
8165,2020-08-14,3909,0-3
8166,2020-08-14,3076,0-3
8172,2020-08-14,4997,0-3
8173,2020-08-14,3153,0-3
8174,2020-08-14,1535,0-3
8175,2020-08-14,755,0-3
8180,2020-08-14,21389,4-6
8181,2020-08-14,2875,0-3
8182,2020-08-14,1979,0-3
8184,2020-08-14,4154,0-3
8185,2020-08-14,4536,4-6
8187,2020-08-14,1932,0-3
8192,2020-08-14,5207,0-3
8193,2020-08-14,5359,0-3
8194,2020-08-14,1051,0-3
8195,2020-08-14,560,0-3
8196,2020-08-14,1468,0-3
8197,2020-08-14,4659,0-3
8212,2020-08-14,146,0-3
8245,2020-08-14,2530,0-3
8246,2020-08-14,1088,0-3
8247,2020-08-14,1470,0-3
8248,2020-08-14,1575,0-3
8302,2020-08-14,20144,4-6
8303,2020-08-14,11826,0-3
8304,2020-08-14,16830,4-6
8305,2020-08-14,7849,0-3
8306,2020-08-14,5311,0-3
8307,2020-08-14,12268,4-6
8308,2020-08-14,4589,0-3
8309,2020-08-14,5611,0-3
8310,2020-08-14,1509,0-3
8311,2020-08-14,2061,0-3
8312,2020-08-14,954,0-3
8314,2020-08-14,349,0-3
8315,2020-08-14,817,0-3
8317,2020-08-14,2337,0-3
8320,2020-08-14,6443,0-3
8322,2020-08-14,994,0-3
8330,2020-08-14,11524,0-3
8331,2020-08-14,610,0-3
8332,2020-08-14,3384,0-3
8335,2020-08-14,3640,0-3
8340,2020-08-14,10306,0-3
8342,2020-08-14,933,0-3
8344,2020-08-14,3778,0-3
8345,2020-08-14,1131,0-3
8352,2020-08-14,3713,0-3
8353,2020-08-14,4374,0-3
8354,2020-08-14,500,0-3
8400,2020-08-14,39632,4-6
8403,2020-08-14,321,0-3
8404,2020-08-14,20278,0-3
8405,2020-08-14,18152,0-3
8406,2020-08-14,13621,0-3
8408,2020-08-14,16314,0-3
8409,2020-08-14,3194,0-3
8412,2020-08-14,983,0-3
8413,2020-08-14,4712,0-3
8414,2020-08-14,977,0-3
8415,2020-08-14,577,0-3
8416,2020-08-14,1423,0-3
8418,2020-08-14,772,0-3
8421,2020-08-14,777,0-3
8422,2020-08-14,3877,0-3
8424,2020-08-14,9396,0-3
8425,2020-08-14,1091,0-3
8426,2020-08-14,2414,0-3
8427,2020-08-14,4787,0-3
8428,2020-08-14,456,0-3
8442,2020-08-14,3141,0-3
8444,2020-08-14,2231,0-3
8447,2020-08-14,1931,0-3
8450,2020-08-14,2227,0-3
8451,2020-08-14,1417,0-3
8452,2020-08-14,699,0-3
8453,2020-08-14,282,0-3
8457,2020-08-14,485,0-3
8458,2020-08-14,657,0-3
8459,2020-08-14,376,0-3
8460,2020-08-14,1831,0-3
8461,2020-08-14,376,0-3
8462,2020-08-14,1309,0-3
8463,2020-08-14,850,0-3
8465,2020-08-14,389,0-3
8466,2020-08-14,674,0-3
8467,2020-08-14,458,0-3
8468,2020-08-14,649,0-3
8471,2020-08-14,1034,0-3
8472,2020-08-14,7417,0-3
8474,2020-08-14,1680,0-3
8475,2020-08-14,1661,0-3
8476,2020-08-14,1007,0-3
8477,2020-08-14,1122,0-3
8478,2020-08-14,936,0-3
8479,2020-08-14,697,0-3
8482,2020-08-14,1719,0-3
8483,2020-08-14,2967,0-3
8484,2020-08-14,3329,0-3
8486,2020-08-14,1899,0-3
8487,2020-08-14,1514,0-3
8488,2020-08-14,4549,0-3
8489,2020-08-14,980,0-3
8492,2020-08-14,2077,0-3
8493,2020-08-14,1628,0-3
8494,2020-08-14,2895,0-3
8495,2020-08-14,149,0-3
8496,2020-08-14,931,0-3
8497,2020-08-14,790,0-3
8498,2020-08-14,940,0-3
8499,2020-08-14,376,0-3
8523,2020-08-14,1084,0-3
8542,2020-08-14,5007,0-3
8543,2020-08-14,1096,0-3
8544,2020-08-14,406,0-3
8545,2020-08-14,2740,0-3
8548,2020-08-14,900,0-3
8600,2020-08-14,27178,4-6
8602,2020-08-14,2681,0-3
8603,2020-08-14,5170,0-3
8604,2020-08-14,16897,0-3
8605,2020-08-14,1731,0-3
8606,2020-08-14,8166,0-3
8607,2020-08-14,1458,0-3
8608,2020-08-14,3783,0-3
8610,2020-08-14,29607,7-9
8614,2020-08-14,1632,0-3
8615,2020-08-14,1371,0-3
8616,2020-08-14,790,0-3
8617,2020-08-14,3850,0-3
8618,2020-08-14,4825,0-3
8620,2020-08-14,16684,0-3
8623,2020-08-14,8249,0-3
8624,2020-08-14,2407,0-3
8625,2020-08-14,5270,0-3
8626,2020-08-14,1307,0-3
8627,2020-08-14,3621,0-3
8630,2020-08-14,12207,0-3
8632,2020-08-14,3905,0-3
8633,2020-08-14,3532,0-3
8634,2020-08-14,8260,0-3
8635,2020-08-14,3657,0-3
8636,2020-08-14,8096,0-3
8637,2020-08-14,1979,0-3
8700,2020-08-14,13733,0-3
8702,2020-08-14,7857,0-3
8703,2020-08-14,5593,4-6
8704,2020-08-14,6426,0-3
8706,2020-08-14,14245,0-3
8707,2020-08-14,6186,0-3
8708,2020-08-14,11322,0-3
8712,2020-08-14,11491,0-3
8713,2020-08-14,3177,0-3
8714,2020-08-14,475,0-3
8800,2020-08-14,15512,0-3
8802,2020-08-14,8931,0-3
8803,2020-08-14,6109,0-3
8804,2020-08-14,6073,0-3
8805,2020-08-14,10485,0-3
8810,2020-08-14,20446,0-3
8815,2020-08-14,346,0-3
8816,2020-08-14,2138,0-3
8820,2020-08-14,15751,4-6
8824,2020-08-14,1821,0-3
8825,2020-08-14,885,0-3
8833,2020-08-14,3120,0-3
8902,2020-08-14,10020,4-6
8903,2020-08-14,6722,0-3
8904,2020-08-14,1667,0-3
8906,2020-08-14,5555,0-3
8907,2020-08-14,5200,0-3
8908,2020-08-14,3769,0-3
8909,2020-08-14,1322,0-3
8910,2020-08-14,10967,4-6
8911,2020-08-14,1123,0-3
8912,2020-08-14,5689,0-3
8913,2020-08-14,2580,0-3
8914,2020-08-14,1976,0-3
8915,2020-08-14,2752,0-3
8925,2020-08-14,960,0-3
8926,2020-08-14,1221,0-3
8932,2020-08-14,5189,0-3
8933,2020-08-14,645,0-3
8934,2020-08-14,2377,0-3
8942,2020-08-14,4926,0-3
8951,2020-08-14,3068,0-3
8952,2020-08-14,18758,7-9
8953,2020-08-14,27635,13-15
8954,2020-08-14,3970,0-3
8955,2020-08-14,2505,0-3
PLZ_uebrige,2020-08-14,306,0-3
unbekannt,2020-08-14,,4-6
8001,2020-08-15,5473,0-3
8002,2020-08-15,9620,0-3
8003,2020-08-15,20655,4-6
8004,2020-08-15,27183,10-12
8005,2020-08-15,15505,7-9
8006,2020-08-15,18387,4-6
8008,2020-08-15,16571,4-6
8032,2020-08-15,18170,0-3
8037,2020-08-15,16044,4-6
8038,2020-08-15,17299,4-6
8041,2020-08-15,7620,0-3
8044,2020-08-15,10947,0-3
8045,2020-08-15,11222,0-3
8046,2020-08-15,25704,4-6
8047,2020-08-15,20783,0-3
8048,2020-08-15,29694,13-15
8049,2020-08-15,23561,4-6
8050,2020-08-15,28957,7-9
8051,2020-08-15,23000,4-6
8052,2020-08-15,20277,7-9
8053,2020-08-15,11001,0-3
8055,2020-08-15,20196,10-12
8057,2020-08-15,21221,7-9
8064,2020-08-15,3784,0-3
8102,2020-08-15,6717,0-3
8103,2020-08-15,3895,0-3
8104,2020-08-15,2675,0-3
8105,2020-08-15,13633,0-3
8106,2020-08-15,4807,4-6
8107,2020-08-15,6583,0-3
8108,2020-08-15,4174,0-3
8112,2020-08-15,2957,0-3
8113,2020-08-15,1435,0-3
8114,2020-08-15,1865,0-3
8115,2020-08-15,953,0-3
8117,2020-08-15,4564,0-3
8118,2020-08-15,2083,0-3
8121,2020-08-15,1999,0-3
8122,2020-08-15,2231,0-3
8123,2020-08-15,2771,0-3
8124,2020-08-15,2130,0-3
8125,2020-08-15,5209,0-3
8126,2020-08-15,5475,0-3
8127,2020-08-15,4094,0-3
8132,2020-08-15,6883,0-3
8133,2020-08-15,1915,0-3
8134,2020-08-15,18919,4-6
8135,2020-08-15,7781,0-3
8136,2020-08-15,2593,0-3
8142,2020-08-15,4661,0-3
8143,2020-08-15,3768,0-3
8152,2020-08-15,21091,13-15
8153,2020-08-15,8204,0-3
8154,2020-08-15,7205,4-6
8155,2020-08-15,7163,4-6
8156,2020-08-15,2152,0-3
8157,2020-08-15,5942,4-6
8158,2020-08-15,467,0-3
8162,2020-08-15,3608,0-3
8164,2020-08-15,601,0-3
8165,2020-08-15,3909,0-3
8166,2020-08-15,3076,0-3
8172,2020-08-15,4997,4-6
8173,2020-08-15,3153,0-3
8174,2020-08-15,1535,0-3
8175,2020-08-15,755,0-3
8180,2020-08-15,21389,4-6
8181,2020-08-15,2875,0-3
8182,2020-08-15,1979,0-3
8184,2020-08-15,4154,0-3
8185,2020-08-15,4536,4-6
8187,2020-08-15,1932,0-3
8192,2020-08-15,5207,0-3
8193,2020-08-15,5359,0-3
8194,2020-08-15,1051,0-3
8195,2020-08-15,560,0-3
8196,2020-08-15,1468,0-3
8197,2020-08-15,4659,0-3
8212,2020-08-15,146,0-3
8245,2020-08-15,2530,0-3
8246,2020-08-15,1088,0-3
8247,2020-08-15,1470,0-3
8248,2020-08-15,1575,0-3
8302,2020-08-15,20144,0-3
8303,2020-08-15,11826,0-3
8304,2020-08-15,16830,4-6
8305,2020-08-15,7849,0-3
8306,2020-08-15,5311,0-3
8307,2020-08-15,12268,4-6
8308,2020-08-15,4589,0-3
8309,2020-08-15,5611,0-3
8310,2020-08-15,1509,0-3
8311,2020-08-15,2061,0-3
8312,2020-08-15,954,0-3
8314,2020-08-15,349,0-3
8315,2020-08-15,817,0-3
8317,2020-08-15,2337,0-3
8320,2020-08-15,6443,0-3
8322,2020-08-15,994,0-3
8330,2020-08-15,11524,0-3
8331,2020-08-15,610,0-3
8332,2020-08-15,3384,0-3
8335,2020-08-15,3640,0-3
8340,2020-08-15,10306,0-3
8342,2020-08-15,933,0-3
8344,2020-08-15,3778,0-3
8345,2020-08-15,1131,0-3
8352,2020-08-15,3713,0-3
8353,2020-08-15,4374,0-3
8354,2020-08-15,500,0-3
8400,2020-08-15,39632,7-9
8403,2020-08-15,321,0-3
8404,2020-08-15,20278,0-3
8405,2020-08-15,18152,0-3
8406,2020-08-15,13621,0-3
8408,2020-08-15,16314,0-3
8409,2020-08-15,3194,0-3
8412,2020-08-15,983,0-3
8413,2020-08-15,4712,0-3
8414,2020-08-15,977,0-3
8415,2020-08-15,577,0-3
8416,2020-08-15,1423,0-3
8418,2020-08-15,772,0-3
8421,2020-08-15,777,0-3
8422,2020-08-15,3877,0-3
8424,2020-08-15,9396,0-3
8425,2020-08-15,1091,0-3
8426,2020-08-15,2414,0-3
8427,2020-08-15,4787,0-3
8428,2020-08-15,456,0-3
8442,2020-08-15,3141,0-3
8444,2020-08-15,2231,0-3
8447,2020-08-15,1931,0-3
8450,2020-08-15,2227,0-3
8451,2020-08-15,1417,0-3
8452,2020-08-15,699,0-3
8453,2020-08-15,282,0-3
8457,2020-08-15,485,0-3
8458,2020-08-15,657,0-3
8459,2020-08-15,376,0-3
8460,2020-08-15,1831,0-3
8461,2020-08-15,376,0-3
8462,2020-08-15,1309,0-3
8463,2020-08-15,850,0-3
8465,2020-08-15,389,0-3
8466,2020-08-15,674,0-3
8467,2020-08-15,458,0-3
8468,2020-08-15,649,0-3
8471,2020-08-15,1034,0-3
8472,2020-08-15,7417,0-3
8474,2020-08-15,1680,0-3
8475,2020-08-15,1661,0-3
8476,2020-08-15,1007,0-3
8477,2020-08-15,1122,0-3
8478,2020-08-15,936,0-3
8479,2020-08-15,697,0-3
8482,2020-08-15,1719,0-3
8483,2020-08-15,2967,0-3
8484,2020-08-15,3329,0-3
8486,2020-08-15,1899,0-3
8487,2020-08-15,1514,0-3
8488,2020-08-15,4549,0-3
8489,2020-08-15,980,0-3
8492,2020-08-15,2077,0-3
8493,2020-08-15,1628,0-3
8494,2020-08-15,2895,0-3
8495,2020-08-15,149,0-3
8496,2020-08-15,931,0-3
8497,2020-08-15,790,0-3
8498,2020-08-15,940,0-3
8499,2020-08-15,376,0-3
8523,2020-08-15,1084,0-3
8542,2020-08-15,5007,0-3
8543,2020-08-15,1096,0-3
8544,2020-08-15,406,0-3
8545,2020-08-15,2740,0-3
8548,2020-08-15,900,0-3
8600,2020-08-15,27178,4-6
8602,2020-08-15,2681,0-3
8603,2020-08-15,5170,0-3
8604,2020-08-15,16897,0-3
8605,2020-08-15,1731,0-3
8606,2020-08-15,8166,0-3
8607,2020-08-15,1458,0-3
8608,2020-08-15,3783,0-3
8610,2020-08-15,29607,7-9
8614,2020-08-15,1632,0-3
8615,2020-08-15,1371,0-3
8616,2020-08-15,790,0-3
8617,2020-08-15,3850,0-3
8618,2020-08-15,4825,0-3
8620,2020-08-15,16684,0-3
8623,2020-08-15,8249,0-3
8624,2020-08-15,2407,0-3
8625,2020-08-15,5270,0-3
8626,2020-08-15,1307,0-3
8627,2020-08-15,3621,0-3
8630,2020-08-15,12207,0-3
8632,2020-08-15,3905,0-3
8633,2020-08-15,3532,0-3
8634,2020-08-15,8260,0-3
8635,2020-08-15,3657,0-3
8636,2020-08-15,8096,0-3
8637,2020-08-15,1979,0-3
8700,2020-08-15,13733,0-3
8702,2020-08-15,7857,0-3
