PLZ,Date,Population,NewConfCases_7days
8703,2020-08-15,5593,4-6
8704,2020-08-15,6426,0-3
8706,2020-08-15,14245,0-3
8707,2020-08-15,6186,0-3
8708,2020-08-15,11322,0-3
8712,2020-08-15,11491,0-3
8713,2020-08-15,3177,0-3
8714,2020-08-15,475,0-3
8800,2020-08-15,15512,0-3
8802,2020-08-15,8931,0-3
8803,2020-08-15,6109,0-3
8804,2020-08-15,6073,0-3
8805,2020-08-15,10485,0-3
8810,2020-08-15,20446,0-3
8815,2020-08-15,346,0-3
8816,2020-08-15,2138,0-3
8820,2020-08-15,15751,4-6
8824,2020-08-15,1821,0-3
8825,2020-08-15,885,0-3
8833,2020-08-15,3120,0-3
8902,2020-08-15,10020,4-6
8903,2020-08-15,6722,0-3
8904,2020-08-15,1667,0-3
8906,2020-08-15,5555,0-3
8907,2020-08-15,5200,0-3
8908,2020-08-15,3769,0-3
8909,2020-08-15,1322,0-3
8910,2020-08-15,10967,0-3
8911,2020-08-15,1123,0-3
8912,2020-08-15,5689,0-3
8913,2020-08-15,2580,0-3
8914,2020-08-15,1976,0-3
8915,2020-08-15,2752,0-3
8925,2020-08-15,960,0-3
8926,2020-08-15,1221,0-3
8932,2020-08-15,5189,0-3
8933,2020-08-15,645,0-3
8934,2020-08-15,2377,0-3
8942,2020-08-15,4926,0-3
8951,2020-08-15,3068,0-3
8952,2020-08-15,18758,7-9
8953,2020-08-15,27635,10-12
8954,2020-08-15,3970,0-3
8955,2020-08-15,2505,0-3
PLZ_uebrige,2020-08-15,306,0-3
unbekannt,2020-08-15,,4-6
8001,2020-08-16,5473,0-3
8002,2020-08-16,9620,0-3
8003,2020-08-16,20655,7-9
8004,2020-08-16,27183,13-15
8005,2020-08-16,15505,7-9
8006,2020-08-16,18387,4-6
8008,2020-08-16,16571,4-6
8032,2020-08-16,18170,0-3
8037,2020-08-16,16044,4-6
8038,2020-08-16,17299,4-6
8041,2020-08-16,7620,0-3
8044,2020-08-16,10947,0-3
8045,2020-08-16,11222,0-3
8046,2020-08-16,25704,4-6
8047,2020-08-16,20783,4-6
8048,2020-08-16,29694,13-15
8049,2020-08-16,23561,4-6
8050,2020-08-16,28957,7-9
8051,2020-08-16,23000,4-6
8052,2020-08-16,20277,7-9
8053,2020-08-16,11001,0-3
8055,2020-08-16,20196,7-9
8057,2020-08-16,21221,4-6
8064,2020-08-16,3784,0-3
8102,2020-08-16,6717,0-3
8103,2020-08-16,3895,0-3
8104,2020-08-16,2675,0-3
8105,2020-08-16,13633,0-3
8106,2020-08-16,4807,4-6
8107,2020-08-16,6583,0-3
8108,2020-08-16,4174,0-3
8112,2020-08-16,2957,0-3
8113,2020-08-16,1435,0-3
8114,2020-08-16,1865,0-3
8115,2020-08-16,953,0-3
8117,2020-08-16,4564,0-3
8118,2020-08-16,2083,0-3
8121,2020-08-16,1999,0-3
8122,2020-08-16,2231,0-3
8123,2020-08-16,2771,0-3
8124,2020-08-16,2130,0-3
8125,2020-08-16,5209,0-3
8126,2020-08-16,5475,0-3
8127,2020-08-16,4094,0-3
8132,2020-08-16,6883,0-3
8133,2020-08-16,1915,0-3
8134,2020-08-16,18919,4-6
8135,2020-08-16,7781,0-3
8136,2020-08-16,2593,0-3
8142,2020-08-16,4661,0-3
8143,2020-08-16,3768,0-3
8152,2020-08-16,21091,13-15
8153,2020-08-16,8204,0-3
8154,2020-08-16,7205,4-6
8155,2020-08-16,7163,4-6
8156,2020-08-16,2152,0-3
8157,2020-08-16,5942,4-6
8158,2020-08-16,467,0-3
8162,2020-08-16,3608,0-3
8164,2020-08-16,601,0-3
8165,2020-08-16,3909,0-3
8166,2020-08-16,3076,0-3
8172,2020-08-16,4997,4-6
8173,2020-08-16,3153,0-3
8174,2020-08-16,1535,0-3
8175,2020-08-16,755,0-3
8180,2020-08-16,21389,4-6
8181,2020-08-16,2875,0-3
8182,2020-08-16,1979,0-3
8184,2020-08-16,4154,0-3
8185,2020-08-16,4536,4-6
8187,2020-08-16,1932,0-3
8192,2020-08-16,5207,0-3
8193,2020-08-16,5359,0-3
8194,2020-08-16,1051,0-3
8195,2020-08-16,560,0-3
8196,2020-08-16,1468,0-3
8197,2020-08-16,4659,0-3
8212,2020-08-16,146,0-3
8245,2020-08-16,2530,0-3
8246,2020-08-16,1088,0-3
8247,2020-08-16,1470,0-3
8248,2020-08-16,1575,0-3
8302,2020-08-16,20144,0-3
8303,2020-08-16,11826,0-3
8304,2020-08-16,16830,7-9
8305,2020-08-16,7849,0-3
8306,2020-08-16,5311,0-3
8307,2020-08-16,12268,4-6
8308,2020-08-16,4589,0-3
8309,2020-08-16,5611,0-3
8310,2020-08-16,1509,0-3
8311,2020-08-16,2061,0-3
8312,2020-08-16,954,0-3
8314,2020-08-16,349,0-3
8315,2020-08-16,817,0-3
8317,2020-08-16,2337,0-3
8320,2020-08-16,6443,0-3
8322,2020-08-16,994,0-3
8330,2020-08-16,11524,0-3
8331,2020-08-16,610,0-3
8332,2020-08-16,3384,0-3
8335,2020-08-16,3640,0-3
8340,2020-08-16,10306,0-3
8342,2020-08-16,933,0-3
8344,2020-08-16,3778,0-3
8345,2020-08-16,1131,0-3
8352,2020-08-16,3713,0-3
8353,2020-08-16,4374,0-3
8354,2020-08-16,500,0-3
8400,2020-08-16,39632,7-9
8403,2020-08-16,321,0-3
8404,2020-08-16,20278,4-6
8405,2020-08-16,18152,0-3
8406,2020-08-16,13621,0-3
8408,2020-08-16,16314,0-3
8409,2020-08-16,3194,0-3
8412,2020-08-16,983,0-3
8413,2020-08-16,4712,0-3
8414,2020-08-16,977,0-3
8415,2020-08-16,577,0-3
8416,2020-08-16,1423,0-3
8418,2020-08-16,772,0-3
8421,2020-08-16,777,0-3
8422,2020-08-16,3877,0-3
8424,2020-08-16,9396,0-3
8425,2020-08-16,1091,0-3
8426,2020-08-16,2414,0-3
8427,2020-08-16,4787,0-3
8428,2020-08-16,456,0-3
8442,2020-08-16,3141,0-3
8444,2020-08-16,2231,0-3
8447,2020-08-16,1931,0-3
8450,2020-08-16,2227,0-3
8451,2020-08-16,1417,0-3
8452,2020-08-16,699,0-3
8453,2020-08-16,282,0-3
8457,2020-08-16,485,0-3
8458,2020-08-16,657,0-3
8459,2020-08-16,376,0-3
8460,2020-08-16,1831,0-3
8461,2020-08-16,376,0-3
8462,2020-08-16,1309,0-3
8463,2020-08-16,850,0-3
8465,2020-08-16,389,0-3
8466,2020-08-16,674,0-3
8467,2020-08-16,458,0-3
8468,2020-08-16,649,0-3
8471,2020-08-16,1034,0-3
8472,2020-08-16,7417,0-3
8474,2020-08-16,1680,0-3
8475,2020-08-16,1661,0-3
8476,2020-08-16,1007,0-3
8477,2020-08-16,1122,0-3
8478,2020-08-16,936,0-3
8479,2020-08-16,697,0-3
8482,2020-08-16,1719,0-3
8483,2020-08-16,2967,4-6
8484,2020-08-16,3329,0-3
8486,2020-08-16,1899,0-3
8487,2020-08-16,1514,0-3
8488,2020-08-16,4549,0-3
8489,2020-08-16,980,0-3
8492,2020-08-16,2077,0-3
8493,2020-08-16,1628,0-3
8494,2020-08-16,2895,0-3
8495,2020-08-16,149,0-3
8496,2020-08-16,931,0-3
8497,2020-08-16,790,0-3
8498,2020-08-16,940,0-3
8499,2020-08-16,376,0-3
8523,2020-08-16,1084,0-3
8542,2020-08-16,5007,0-3
8543,2020-08-16,1096,0-3
8544,2020-08-16,406,0-3
8545,2020-08-16,2740,0-3
8548,2020-08-16,900,0-3
8600,2020-08-16,27178,4-6
8602,2020-08-16,2681,0-3
8603,2020-08-16,5170,0-3
8604,2020-08-16,16897,0-3
8605,2020-08-16,1731,0-3
8606,2020-08-16,8166,0-3
8607,2020-08-16,1458,0-3
8608,2020-08-16,3783,0-3
8610,2020-08-16,29607,4-6
8614,2020-08-16,1632,0-3
8615,2020-08-16,1371,0-3
8616,2020-08-16,790,0-3
8617,2020-08-16,3850,0-3
8618,2020-08-16,4825,0-3
8620,2020-08-16,16684,0-3
8623,2020-08-16,8249,0-3
8624,2020-08-16,2407,0-3
8625,2020-08-16,5270,0-3
8626,2020-08-16,1307,0-3
8627,2020-08-16,3621,0-3
8630,2020-08-16,12207,0-3
8632,2020-08-16,3905,0-3
8633,2020-08-16,3532,0-3
8634,2020-08-16,8260,0-3
8635,2020-08-16,3657,0-3
8636,2020-08-16,8096,0-3
8637,2020-08-16,1979,0-3
8700,2020-08-16,13733,0-3
8702,2020-08-16,7857,0-3
8703,2020-08-16,5593,4-6
8704,2020-08-16,6426,0-3
8706,2020-08-16,14245,0-3
8707,2020-08-16,6186,0-3
8708,2020-08-16,11322,0-3
8712,2020-08-16,11491,0-3
8713,2020-08-16,3177,0-3
8714,2020-08-16,475,0-3
8800,2020-08-16,15512,4-6
8802,2020-08-16,8931,0-3
8803,2020-08-16,6109,0-3
8804,2020-08-16,6073,0-3
8805,2020-08-16,10485,0-3
8810,2020-08-16,20446,0-3
8815,2020-08-16,346,0-3
8816,2020-08-16,2138,0-3
8820,2020-08-16,15751,7-9
8824,2020-08-16,1821,0-3
8825,2020-08-16,885,0-3
8833,2020-08-16,3120,0-3
8902,2020-08-16,10020,4-6
8903,2020-08-16,6722,0-3
8904,2020-08-16,1667,0-3
8906,2020-08-16,5555,0-3
8907,2020-08-16,5200,0-3
8908,2020-08-16,3769,0-3
8909,2020-08-16,1322,0-3
8910,2020-08-16,10967,0-3
8911,2020-08-16,1123,0-3
8912,2020-08-16,5689,0-3
8913,2020-08-16,2580,0-3
8914,2020-08-16,1976,0-3
8915,2020-08-16,2752,0-3
8925,2020-08-16,960,0-3
8926,2020-08-16,1221,0-3
8932,2020-08-16,5189,0-3
8933,2020-08-16,645,0-3
8934,2020-08-16,2377,0-3
8942,2020-08-16,4926,0-3
8951,2020-08-16,3068,0-3
8952,2020-08-16,18758,7-9
8953,2020-08-16,27635,10-12
8954,2020-08-16,3970,0-3
8955,2020-08-16,2505,0-3
PLZ_uebrige,2020-08-16,306,0-3
unbekannt,2020-08-16,,4-6
8001,2020-08-17,5473,0-3
8002,2020-08-17,9620,0-3
8003,2020-08-17,20655,7-9
8004,2020-08-17,27183,13-15
8005,2020-08-17,15505,7-9
8006,2020-08-17,18387,4-6
8008,2020-08-17,16571,4-6
8032,2020-08-17,18170,0-3
8037,2020-08-17,16044,4-6
8038,2020-08-17,17299,4-6
8041,2020-08-17,7620,0-3
8044,2020-08-17,10947,0-3
8045,2020-08-17,11222,0-3
8046,2020-08-17,25704,4-6
8047,2020-08-17,20783,0-3
8048,2020-08-17,29694,10-12
8049,2020-08-17,23561,4-6
8050,2020-08-17,28957,7-9
8051,2020-08-17,23000,4-6
8052,2020-08-17,20277,7-9
8053,2020-08-17,11001,0-3
8055,2020-08-17,20196,7-9
8057,2020-08-17,21221,0-3
8064,2020-08-17,3784,0-3
8102,2020-08-17,6717,0-3
8103,2020-08-17,3895,0-3
8104,2020-08-17,2675,0-3
8105,2020-08-17,13633,0-3
8106,2020-08-17,4807,4-6
8107,2020-08-17,6583,0-3
8108,2020-08-17,4174,0-3
8112,2020-08-17,2957,0-3
8113,2020-08-17,1435,0-3
8114,2020-08-17,1865,0-3
8115,2020-08-17,953,0-3
8117,2020-08-17,4564,0-3
8118,2020-08-17,2083,0-3
8121,2020-08-17,1999,0-3
8122,2020-08-17,2231,0-3
8123,2020-08-17,2771,0-3
8124,2020-08-17,2130,0-3
8125,2020-08-17,5209,0-3
8126,2020-08-17,5475,0-3
8127,2020-08-17,4094,0-3
8132,2020-08-17,6883,0-3
8133,2020-08-17,1915,0-3
8134,2020-08-17,18919,4-6
8135,2020-08-17,7781,0-3
8136,2020-08-17,2593,0-3
8142,2020-08-17,4661,0-3
8143,2020-08-17,3768,0-3
8152,2020-08-17,21091,13-15
8153,2020-08-17,8204,0-3
8154,2020-08-17,7205,4-6
8155,2020-08-17,7163,4-6
8156,2020-08-17,2152,0-3
8157,2020-08-17,5942,4-6
8158,2020-08-17,467,0-3
8162,2020-08-17,3608,0-3
8164,2020-08-17,601,0-3
8165,2020-08-17,3909,0-3
8166,2020-08-17,3076,0-3
8172,2020-08-17,4997,4-6
8173,2020-08-17,3153,0-3
8174,2020-08-17,1535,0-3
8175,2020-08-17,755,0-3
8180,2020-08-17,21389,4-6
8181,2020-08-17,2875,0-3
8182,2020-08-17,1979,0-3
8184,2020-08-17,4154,0-3
8185,2020-08-17,4536,4-6
8187,2020-08-17,1932,0-3
8192,2020-08-17,5207,0-3
8193,2020-08-17,5359,0-3
8194,2020-08-17,1051,0-3
8195,2020-08-17,560,0-3
8196,2020-08-17,1468,0-3
8197,2020-08-17,4659,0-3
8212,2020-08-17,146,0-3
8245,2020-08-17,2530,0-3
8246,2020-08-17,1088,0-3
8247,2020-08-17,1470,0-3
8248,2020-08-17,1575,0-3
8302,2020-08-17,20144,4-6
8303,2020-08-17,11826,0-3
8304,2020-08-17,16830,10-12
8305,2020-08-17,7849,0-3
8306,2020-08-17,5311,4-6
8307,2020-08-17,12268,4-6
8308,2020-08-17,4589,0-3
8309,2020-08-17,5611,0-3
8310,2020-08-17,1509,0-3
8311,2020-08-17,2061,0-3
8312,2020-08-17,954,0-3
8314,2020-08-17,349,0-3
8315,2020-08-17,817,0-3
8317,2020-08-17,2337,0-3
8320,2020-08-17,6443,0-3
8322,2020-08-17,994,0-3
8330,2020-08-17,11524,0-3
8331,2020-08-17,610,0-3
8332,2020-08-17,3384,0-3
8335,2020-08-17,3640,0-3
8340,2020-08-17,10306,0-3
8342,2020-08-17,933,0-3
8344,2020-08-17,3778,0-3
8345,2020-08-17,1131,0-3
8352,2020-08-17,3713,0-3
8353,2020-08-17,4374,0-3
8354,2020-08-17,500,0-3
8400,2020-08-17,39632,7-9
8403,2020-08-17,321,0-3
8404,2020-08-17,20278,4-6
8405,2020-08-17,18152,0-3
8406,2020-08-17,13621,0-3
8408,2020-08-17,16314,0-3
8409,2020-08-17,3194,0-3
8412,2020-08-17,983,0-3
8413,2020-08-17,4712,0-3
8414,2020-08-17,977,0-3
8415,2020-08-17,577,0-3
8416,2020-08-17,1423,0-3
8418,2020-08-17,772,0-3
8421,2020-08-17,777,0-3
8422,2020-08-17,3877,0-3
8424,2020-08-17,9396,0-3
8425,2020-08-17,1091,0-3
8426,2020-08-17,2414,0-3
8427,2020-08-17,4787,0-3
8428,2020-08-17,456,0-3
8442,2020-08-17,3141,0-3
8444,2020-08-17,2231,0-3
8447,2020-08-17,1931,0-3
8450,2020-08-17,2227,0-3
8451,2020-08-17,1417,0-3
8452,2020-08-17,699,0-3
8453,2020-08-17,282,0-3
8457,2020-08-17,485,0-3
8458,2020-08-17,657,0-3
8459,2020-08-17,376,0-3
8460,2020-08-17,1831,0-3
8461,2020-08-17,376,0-3
8462,2020-08-17,1309,0-3
8463,2020-08-17,850,0-3
8465,2020-08-17,389,0-3
8466,2020-08-17,674,0-3
8467,2020-08-17,458,0-3
8468,2020-08-17,649,0-3
8471,2020-08-17,1034,0-3
8472,2020-08-17,7417,0-3
8474,2020-08-17,1680,0-3
8475,2020-08-17,1661,0-3
8476,2020-08-17,1007,0-3
8477,2020-08-17,1122,0-3
8478,2020-08-17,936,0-3
8479,2020-08-17,697,0-3
8482,2020-08-17,1719,0-3
8483,2020-08-17,2967,0-3
8484,2020-08-17,3329,0-3
8486,2020-08-17,1899,0-3
8487,2020-08-17,1514,0-3
8488,2020-08-17,4549,0-3
8489,2020-08-17,980,0-3
8492,2020-08-17,2077,0-3
8493,2020-08-17,1628,0-3
8494,2020-08-17,2895,0-3
8495,2020-08-17,149,0-3
8496,2020-08-17,931,0-3
8497,2020-08-17,790,0-3
8498,2020-08-17,940,0-3
8499,2020-08-17,376,0-3
8523,2020-08-17,1084,0-3
8542,2020-08-17,5007,0-3
8543,2020-08-17,1096,0-3
8544,2020-08-17,406,0-3
8545,2020-08-17,2740,0-3
8548,2020-08-17,900,0-3
8600,2020-08-17,27178,7-9
8602,2020-08-17,2681,0-3
8603,2020-08-17,5170,0-3
8604,2020-08-17,16897,0-3
8605,2020-08-17,1731,0-3
8606,2020-08-17,8166,0-3
8607,2020-08-17,1458,0-3
8608,2020-08-17,3783,0-3
8610,2020-08-17,29607,4-6
8614,2020-08-17,1632,0-3
8615,2020-08-17,1371,0-3
8616,2020-08-17,790,0-3
8617,2020-08-17,3850,0-3
8618,2020-08-17,4825,0-3
8620,2020-08-17,16684,0-3
8623,2020-08-17,8249,0-3
8624,2020-08-17,2407,0-3
8625,2020-08-17,5270,0-3
8626,2020-08-17,1307,0-3
8627,2020-08-17,3621,0-3
8630,2020-08-17,12207,0-3
8632,2020-08-17,3905,0-3
8633,2020-08-17,3532,0-3
8634,2020-08-17,8260,0-3
8635,2020-08-17,3657,0-3
8636,2020-08-17,8096,0-3
8637,2020-08-17,1979,0-3
8700,2020-08-17,13733,0-3
8702,2020-08-17,7857,0-3
8703,2020-08-17,5593,4-6
8704,2020-08-17,6426,0-3
8706,2020-08-17,14245,0-3
8707,2020-08-17,6186,0-3
8708,2020-08-17,11322,0-3
8712,2020-08-17,11491,0-3
8713,2020-08-17,3177,0-3
8714,2020-08-17,475,0-3
8800,2020-08-17,15512,4-6
8802,2020-08-17,8931,0-3
8803,2020-08-17,6109,0-3
8804,2020-08-17,6073,0-3
8805,2020-08-17,10485,0-3
8810,2020-08-17,20446,0-3
8815,2020-08-17,346,0-3
8816,2020-08-17,2138,0-3
8820,2020-08-17,15751,7-9
8824,2020-08-17,1821,0-3
8825,2020-08-17,885,0-3
8833,2020-08-17,3120,0-3
8902,2020-08-17,10020,4-6
8903,2020-08-17,6722,0-3
8904,2020-08-17,1667,0-3
8906,2020-08-17,5555,0-3
8907,2020-08-17,5200,0-3
8908,2020-08-17,3769,0-3
8909,2020-08-17,1322,0-3
8910,2020-08-17,10967,0-3
8911,2020-08-17,1123,0-3
8912,2020-08-17,5689,0-3
8913,2020-08-17,2580,0-3
8914,2020-08-17,1976,0-3
8915,2020-08-17,2752,0-3
8925,2020-08-17,960,0-3
8926,2020-08-17,1221,0-3
8932,2020-08-17,5189,0-3
8933,2020-08-17,645,0-3
8934,2020-08-17,2377,0-3
8942,2020-08-17,4926,0-3
8951,2020-08-17,3068,0-3
8952,2020-08-17,18758,10-12
8953,2020-08-17,27635,10-12
8954,2020-08-17,3970,0-3
8955,2020-08-17,2505,0-3
PLZ_uebrige,2020-08-17,306,0-3
unbekannt,2020-08-17,,4-6
8001,2020-08-18,5473,0-3
8002,2020-08-18,9620,0-3
8003,2020-08-18,20655,13-15
8004,2020-08-18,27183,13-15
8005,2020-08-18,15505,10-12
8006,2020-08-18,18387,4-6
8008,2020-08-18,16571,7-9
8032,2020-08-18,18170,0-3
8037,2020-08-18,16044,4-6
8038,2020-08-18,17299,4-6
8041,2020-08-18,7620,0-3
8044,2020-08-18,10947,0-3
8045,2020-08-18,11222,0-3
8046,2020-08-18,25704,4-6
8047,2020-08-18,20783,0-3
8048,2020-08-18,29694,7-9
8049,2020-08-18,23561,4-6
8050,2020-08-18,28957,7-9
8051,2020-08-18,23000,0-3
8052,2020-08-18,20277,10-12
8053,2020-08-18,11001,0-3
8055,2020-08-18,20196,7-9
8057,2020-08-18,21221,4-6
8064,2020-08-18,3784,0-3
8102,2020-08-18,6717,0-3
8103,2020-08-18,3895,0-3
8104,2020-08-18,2675,0-3
8105,2020-08-18,13633,0-3
8106,2020-08-18,4807,0-3
8107,2020-08-18,6583,0-3
8108,2020-08-18,4174,0-3
8112,2020-08-18,2957,0-3
8113,2020-08-18,1435,0-3
8114,2020-08-18,1865,0-3
8115,2020-08-18,953,0-3
8117,2020-08-18,4564,0-3
8118,2020-08-18,2083,0-3
8121,2020-08-18,1999,0-3
8122,2020-08-18,2231,0-3
8123,2020-08-18,2771,0-3
8124,2020-08-18,2130,0-3
8125,2020-08-18,5209,0-3
8126,2020-08-18,5475,0-3
8127,2020-08-18,4094,0-3
8132,2020-08-18,6883,0-3
8133,2020-08-18,1915,0-3
8134,2020-08-18,18919,4-6
8135,2020-08-18,7781,0-3
8136,2020-08-18,2593,4-6
8142,2020-08-18,4661,0-3
8143,2020-08-18,3768,0-3
8152,2020-08-18,21091,13-15
8153,2020-08-18,8204,0-3
8154,2020-08-18,7205,0-3
8155,2020-08-18,7163,4-6
8156,2020-08-18,2152,0-3
8157,2020-08-18,5942,0-3
8158,2020-08-18,467,0-3
8162,2020-08-18,3608,0-3
8164,2020-08-18,601,0-3
8165,2020-08-18,3909,0-3
8166,2020-08-18,3076,0-3
8172,2020-08-18,4997,4-6
8173,2020-08-18,3153,0-3
8174,2020-08-18,1535,0-3
8175,2020-08-18,755,0-3
8180,2020-08-18,21389,4-6
8181,2020-08-18,2875,0-3
8182,2020-08-18,1979,0-3
8184,2020-08-18,4154,0-3
8185,2020-08-18,4536,4-6
8187,2020-08-18,1932,0-3
8192,2020-08-18,5207,0-3
8193,2020-08-18,5359,0-3
8194,2020-08-18,1051,0-3
8195,2020-08-18,560,0-3
8196,2020-08-18,1468,0-3
8197,2020-08-18,4659,0-3
8212,2020-08-18,146,0-3
8245,2020-08-18,2530,0-3
8246,2020-08-18,1088,0-3
8247,2020-08-18,1470,0-3
8248,2020-08-18,1575,0-3
8302,2020-08-18,20144,4-6
8303,2020-08-18,11826,0-3
8304,2020-08-18,16830,10-12
8305,2020-08-18,7849,0-3
8306,2020-08-18,5311,4-6
8307,2020-08-18,12268,0-3
8308,2020-08-18,4589,0-3
8309,2020-08-18,5611,0-3
8310,2020-08-18,1509,0-3
8311,2020-08-18,2061,0-3
8312,2020-08-18,954,0-3
8314,2020-08-18,349,0-3
8315,2020-08-18,817,0-3
8317,2020-08-18,2337,0-3
8320,2020-08-18,6443,0-3
8322,2020-08-18,994,0-3
8330,2020-08-18,11524,0-3
8331,2020-08-18,610,0-3
8332,2020-08-18,3384,0-3
8335,2020-08-18,3640,0-3
8340,2020-08-18,10306,0-3
8342,2020-08-18,933,0-3
8344,2020-08-18,3778,0-3
8345,2020-08-18,1131,0-3
8352,2020-08-18,3713,0-3
8353,2020-08-18,4374,0-3
8354,2020-08-18,500,0-3
8400,2020-08-18,39632,10-12
8403,2020-08-18,321,0-3
8404,2020-08-18,20278,0-3
8405,2020-08-18,18152,0-3
8406,2020-08-18,13621,0-3
8408,2020-08-18,16314,0-3
8409,2020-08-18,3194,0-3
8412,2020-08-18,983,0-3
8413,2020-08-18,4712,0-3
8414,2020-08-18,977,0-3
8415,2020-08-18,577,0-3
8416,2020-08-18,1423,0-3
8418,2020-08-18,772,0-3
8421,2020-08-18,777,0-3
8422,2020-08-18,3877,0-3
8424,2020-08-18,9396,0-3
8425,2020-08-18,1091,0-3
8426,2020-08-18,2414,0-3
8427,2020-08-18,4787,0-3
8428,2020-08-18,456,0-3
8442,2020-08-18,3141,0-3
8444,2020-08-18,2231,0-3
8447,2020-08-18,1931,0-3
8450,2020-08-18,2227,0-3
8451,2020-08-18,1417,0-3
8452,2020-08-18,699,0-3
8453,2020-08-18,282,0-3
8457,2020-08-18,485,0-3
8458,2020-08-18,657,0-3
8459,2020-08-18,376,0-3
8460,2020-08-18,1831,0-3
8461,2020-08-18,376,0-3
8462,2020-08-18,1309,0-3
8463,2020-08-18,850,0-3
8465,2020-08-18,389,0-3
8466,2020-08-18,674,0-3
8467,2020-08-18,458,0-3
8468,2020-08-18,649,0-3
8471,2020-08-18,1034,0-3
8472,2020-08-18,7417,0-3
8474,2020-08-18,1680,0-3
8475,2020-08-18,1661,0-3
8476,2020-08-18,1007,0-3
8477,2020-08-18,1122,0-3
8478,2020-08-18,936,0-3
8479,2020-08-18,697,0-3
8482,2020-08-18,1719,0-3
8483,2020-08-18,2967,0-3
8484,2020-08-18,3329,0-3
8486,2020-08-18,1899,0-3
8487,2020-08-18,1514,0-3
8488,2020-08-18,4549,0-3
8489,2020-08-18,980,0-3
8492,2020-08-18,2077,0-3
8493,2020-08-18,1628,0-3
8494,2020-08-18,2895,0-3
8495,2020-08-18,149,0-3
8496,2020-08-18,931,0-3
8497,2020-08-18,790,0-3
8498,2020-08-18,940,0-3
8499,2020-08-18,376,0-3
8523,2020-08-18,1084,0-3
8542,2020-08-18,5007,0-3
8543,2020-08-18,1096,0-3
8544,2020-08-18,406,0-3
8545,2020-08-18,2740,0-3
8548,2020-08-18,900,0-3
8600,2020-08-18,27178,7-9
8602,2020-08-18,2681,0-3
8603,2020-08-18,5170,0-3
8604,2020-08-18,16897,0-3
8605,2020-08-18,1731,0-3
8606,2020-08-18,8166,0-3
8607,2020-08-18,1458,0-3
8608,2020-08-18,3783,0-3
8610,2020-08-18,29607,4-6
8614,2020-08-18,1632,0-3
8615,2020-08-18,1371,0-3
8616,2020-08-18,790,0-3
8617,2020-08-18,3850,0-3
8618,2020-08-18,4825,0-3
8620,2020-08-18,16684,0-3
8623,2020-08-18,8249,0-3
8624,2020-08-18,2407,0-3
8625,2020-08-18,5270,0-3
8626,2020-08-18,1307,0-3
8627,2020-08-18,3621,0-3
8630,2020-08-18,12207,0-3
8632,2020-08-18,3905,0-3
8633,2020-08-18,3532,0-3
8634,2020-08-18,8260,0-3
8635,2020-08-18,3657,0-3
8636,2020-08-18,8096,0-3
8637,2020-08-18,1979,0-3
8700,2020-08-18,13733,4-6
8702,2020-08-18,7857,0-3
8703,2020-08-18,5593,4-6
8704,2020-08-18,6426,0-3
8706,2020-08-18,14245,0-3
8707,2020-08-18,6186,0-3
8708,2020-08-18,11322,0-3
8712,2020-08-18,11491,0-3
8713,2020-08-18,3177,0-3
8714,2020-08-18,475,0-3
8800,2020-08-18,15512,0-3
8802,2020-08-18,8931,0-3
8803,2020-08-18,6109,0-3
8804,2020-08-18,6073,0-3
8805,2020-08-18,10485,0-3
8810,2020-08-18,20446,0-3
8815,2020-08-18,346,0-3
8816,2020-08-18,2138,0-3
8820,2020-08-18,15751,4-6
8824,2020-08-18,1821,0-3
8825,2020-08-18,885,0-3
8833,2020-08-18,3120,0-3
8902,2020-08-18,10020,7-9
8903,2020-08-18,6722,0-3
8904,2020-08-18,1667,0-3
8906,2020-08-18,5555,0-3
8907,2020-08-18,5200,0-3
8908,2020-08-18,3769,0-3
8909,2020-08-18,1322,0-3
8910,2020-08-18,10967,0-3
8911,2020-08-18,1123,0-3
8912,2020-08-18,5689,0-3
8913,2020-08-18,2580,0-3
8914,2020-08-18,1976,0-3
8915,2020-08-18,2752,0-3
8925,2020-08-18,960,0-3
8926,2020-08-18,1221,0-3
8932,2020-08-18,5189,0-3
8933,2020-08-18,645,0-3
8934,2020-08-18,2377,0-3
8942,2020-08-18,4926,0-3
8951,2020-08-18,3068,0-3
8952,2020-08-18,18758,13-15
8953,2020-08-18,27635,10-12
8954,2020-08-18,3970,0-3
8955,2020-08-18,2505,0-3
PLZ_uebrige,2020-08-18,306,0-3
unbekannt,2020-08-18,,4-6
8001,2020-08-19,5473,0-3
8002,2020-08-19,9620,0-3
8003,2020-08-19,20655,13-15
8004,2020-08-19,27183,13-15
8005,2020-08-19,15505,7-9
8006,2020-08-19,18387,4-6
8008,2020-08-19,16571,7-9
8032,2020-08-19,18170,0-3
8037,2020-08-19,16044,4-6
8038,2020-08-19,17299,4-6
8041,2020-08-19,7620,4-6
8044,2020-08-19,10947,0-3
8045,2020-08-19,11222,0-3
8046,2020-08-19,25704,7-9
8047,2020-08-19,20783,0-3
8048,2020-08-19,29694,7-9
8049,2020-08-19,23561,4-6
8050,2020-08-19,28957,13-15
8051,2020-08-19,23000,4-6
8052,2020-08-19,20277,10-12
8053,2020-08-19,11001,0-3
8055,2020-08-19,20196,4-6
8057,2020-08-19,21221,4-6
8064,2020-08-19,3784,0-3
8102,2020-08-19,6717,0-3
8103,2020-08-19,3895,0-3
8104,2020-08-19,2675,0-3
